MOP,Algorithm,Intensity,Pop,Gen,K,headway_uni,headway_rand,cov_uni,cov_rand,gap_uni,gap_rand,reg_uni,reg_rand,bal_uni,bal_rand,closeness_uni,closeness_rand
DPF1,NSGA2,standard,200,1000,20,0.0,7.7783907568959325,0.02426460446143927,0.23645581461226112,0.05058094167517867,0.4305559927772736,0.013091283106512447,0.1495896686670532,0.5754370621066333,0.7542361616589904,0.0,1.942150601894833
DPF1,NSGA3,standard,200,1000,20,0.0,7.7783907568959325,0.02426460446143927,0.23645581461226112,0.05058094167517867,0.4305559927772736,0.013091283106512447,0.1495896686670532,0.5754370621066333,0.7542361616589904,0.0,1.942150601894833
DPF1,MOEAD,standard,200,1000,20,0.0,7.7783907568959325,0.02426460446143927,0.23645581461226112,0.05058094167517867,0.4305559927772736,0.013091283106512447,0.1495896686670532,0.5754370621066333,0.7542361616589904,0.0,1.942150601894833
DPF1,NSGA2,standard,200,1000,21,0.0,7.891587216359762,0.023197684375778842,0.22570676093124392,0.04954160725719561,0.407117631916289,0.012702976219793691,0.14609171583591685,0.5694596700383894,0.7317660469822478,0.0,1.9285452162495238
DPF1,NSGA3,standard,200,1000,21,0.0,7.891587216359762,0.023197684375778842,0.22570676093124392,0.04954160725719561,0.407117631916289,0.012702976219793691,0.14609171583591685,0.5694596700383894,0.7317660469822478,0.0,1.9285452162495238
DPF1,MOEAD,standard,200,1000,21,0.0,7.891587216359762,0.023197684375778842,0.22570676093124392,0.04954160725719561,0.407117631916289,0.012702976219793691,0.14609171583591685,0.5694596700383894,0.7317660469822478,0.0,1.9285452162495238
DPF1,NSGA2,standard,200,1000,22,0.0,7.7863186058944365,0.022093807290438968,0.2208255693965644,0.04841566163771402,0.41632649171822567,0.01093663262559515,0.14676890899784367,0.5486577111840673,0.7268411183432502,0.0,1.9323110080603931
DPF1,NSGA3,standard,200,1000,22,0.0,7.7863186058944365,0.022093807290438968,0.2208255693965644,0.04841566163771402,0.41632649171822567,0.01093663262559515,0.14676890899784367,0.5486577111840673,0.7268411183432502,0.0,1.9323110080603931
DPF1,MOEAD,standard,200,1000,22,0.0,7.7863186058944365,0.022093807290438968,0.2208255693965644,0.04841566163771402,0.41632649171822567,0.01093663262559515,0.14676890899784367,0.5486577111840673,0.7268411183432502,0.0,1.9323110080603931
DPF1,NSGA2,standard,200,1000,23,0.0,7.873071754640955,0.020874087723094722,0.21697317263490978,0.04512876654084233,0.39316264338252527,0.011598369591985572,0.14667697441301164,0.5365978272541155,0.7146026705068309,0.0,1.9818085903943419
DPF1,NSGA3,standard,200,1000,23,0.0,7.873071754640955,0.020874087723094722,0.21697317263490978,0.04512876654084233,0.39316264338252527,0.011598369591985572,0.14667697441301164,0.5365978272541155,0.7146026705068309,0.0,1.9818085903943419
DPF1,MOEAD,standard,200,1000,23,0.0,7.873071754640955,0.020874087723094722,0.21697317263490978,0.04512876654084233,0.39316264338252527,0.011598369591985572,0.14667697441301164,0.5365978272541155,0.7146026705068309,0.0,1.9818085903943419
DPF1,NSGA2,standard,200,1000,24,0.0,7.916958648740839,0.019812130459280167,0.2169766817079972,0.040880487107336175,0.3990976879258564,0.009898938571276774,0.14834544482821982,0.5,0.7240325578031501,0.0,1.9284933539156741
DPF1,NSGA3,standard,200,1000,24,0.0,7.916958648740839,0.019812130459280167,0.2169766817079972,0.040880487107336175,0.3990976879258564,0.009898938571276774,0.14834544482821982,0.5,0.7240325578031501,0.0,1.9284933539156741
DPF1,MOEAD,standard,200,1000,24,0.0,7.916958648740839,0.019812130459280167,0.2169766817079972,0.040880487107336175,0.3990976879258564,0.009898938571276774,0.14834544482821982,0.5,0.7240325578031501,0.0,1.9284933539156741
DPF1,NSGA2,standard,200,1000,25,0.0,7.889216660264319,0.01901119337342192,0.21737481407026749,0.03984115268935308,0.3892119542138855,0.009426763171106902,0.14670314810606677,0.48989794855663565,0.7174306585797626,0.0,1.9627942403021619
DPF1,NSGA3,standard,200,1000,25,0.0,7.889216660264319,0.01901119337342192,0.21737481407026749,0.03984115268935308,0.3892119542138855,0.009426763171106902,0.14670314810606677,0.48989794855663565,0.7174306585797626,0.0,1.9627942403021619
DPF1,MOEAD,standard,200,1000,25,0.0,7.889216660264319,0.01901119337342192,0.21737481407026749,0.03984115268935308,0.3892119542138855,0.009426763171106902,0.14670314810606677,0.48989794855663565,0.7174306585797626,0.0,1.9627942403021619
DPF1,NSGA2,standard,200,1000,26,0.0,7.930820197893917,0.018453001502003782,0.21545574750942298,0.03966793028635589,0.38483701639220524,0.008897635353951636,0.14564861101644871,0.4765822912333827,0.7203157693164068,0.0,1.9163675146594628
DPF1,NSGA3,standard,200,1000,26,0.0,7.930820197893917,0.018453001502003782,0.21545574750942298,0.03966793028635589,0.38483701639220524,0.008897635353951636,0.14564861101644871,0.4765822912333827,0.7203157693164068,0.0,1.9163675146594628
DPF1,MOEAD,standard,200,1000,26,0.0,7.930820197893917,0.018453001502003782,0.21545574750942298,0.03966793028635589,0.38483701639220524,0.008897635353951636,0.14564861101644871,0.4765822912333827,0.7203157693164068,0.0,1.9163675146594628
DPF1,NSGA2,standard,200,1000,27,0.0,10.478634517389647,0.017852846503459578,0.2090401851797883,0.03949470788335861,0.38179852309521234,0.00840128654536355,0.14398711235099948,0.47099571729009415,0.7125946268581864,0.0,1.9398777737400081
DPF1,NSGA3,standard,200,1000,27,0.0,10.478634517389647,0.017852846503459578,0.2090401851797883,0.03949470788335861,0.38179852309521234,0.00840128654536355,0.14398711235099948,0.47099571729009415,0.7125946268581864,0.0,1.9398777737400081
DPF1,MOEAD,standard,200,1000,27,0.0,10.478634517389647,0.017852846503459578,0.2090401851797883,0.03949470788335861,0.38179852309521234,0.00840128654536355,0.14398711235099948,0.47099571729009415,0.7125946268581864,0.0,1.9398777737400081
DPF1,NSGA2,standard,200,1000,28,0.0,10.650411324854517,0.017166279509180222,0.20545408666925574,0.03871520706987146,0.3783195295155187,0.008478617975273023,0.148564280320966,0.4577767994321967,0.6941136433218026,0.0,1.942732249395728
DPF1,NSGA3,standard,200,1000,28,0.0,10.650411324854517,0.017166279509180222,0.20545408666925574,0.03871520706987146,0.3783195295155187,0.008478617975273023,0.148564280320966,0.4577767994321967,0.6941136433218026,0.0,1.942732249395728
DPF1,MOEAD,standard,200,1000,28,0.0,10.650411324854517,0.017166279509180222,0.20545408666925574,0.03871520706987146,0.3783195295155187,0.008478617975273023,0.148564280320966,0.4577767994321967,0.6941136433218026,0.0,1.942732249395728
DPF1,NSGA2,standard,200,1000,29,0.0,10.510026551990563,0.01662143442391302,0.20216760842063708,0.03819553986087984,0.3653950344546334,0.007917458454233495,0.14354902027015018,0.4351070021259956,0.6745414729404017,0.0,1.9648607944426046
DPF1,NSGA3,standard,200,1000,29,0.0,10.510026551990563,0.01662143442391302,0.20216760842063708,0.03819553986087984,0.3653950344546334,0.007917458454233495,0.14354902027015018,0.4351070021259956,0.6745414729404017,0.0,1.9648607944426046
DPF1,MOEAD,standard,200,1000,29,0.0,10.510026551990563,0.01662143442391302,0.20216760842063708,0.03819553986087984,0.3653950344546334,0.007917458454233495,0.14354902027015018,0.4351070021259956,0.6745414729404017,0.0,1.9648607944426046
DPF1,NSGA2,standard,200,1000,30,0.0,10.643453591879608,0.016076979089052562,0.19974175682750978,0.03646331583090798,0.34544303809116395,0.007867184136122246,0.14363427214678498,0.40280966335457574,0.6414223240134768,0.0,2.0179091950519448
DPF1,NSGA3,standard,200,1000,30,0.0,10.643453591879608,0.016076979089052562,0.19974175682750978,0.03646331583090798,0.34544303809116395,0.007867184136122246,0.14363427214678498,0.40280966335457574,0.6414223240134768,0.0,2.0179091950519448
DPF1,MOEAD,standard,200,1000,30,0.0,10.643453591879608,0.016076979089052562,0.19974175682750978,0.03646331583090798,0.34544303809116395,0.007867184136122246,0.14363427214678498,0.40280966335457574,0.6414223240134768,0.0,2.0179091950519448
DPF1,NSGA2,standard,200,1000,31,0.0,10.562101841582372,0.0156495354874167,0.20117746838208686,0.03343625433853217,0.36621675590756825,0.007856474148840123,0.14694836910289236,0.380586347104513,0.6188992767065721,0.0,1.91232645378847
DPF1,NSGA3,standard,200,1000,31,0.0,10.562101841582372,0.0156495354874167,0.20117746838208686,0.03343625433853217,0.36621675590756825,0.007856474148840123,0.14694836910289236,0.380586347104513,0.6188992767065721,0.0,1.91232645378847
DPF1,MOEAD,standard,200,1000,31,0.0,10.562101841582372,0.0156495354874167,0.20117746838208686,0.03343625433853217,0.36621675590756825,0.007856474148840123,0.14694836910289236,0.380586347104513,0.6188992767065721,0.0,1.91232645378847
DPF1,NSGA2,standard,200,1000,32,0.0,15.84312404459165,0.015217510153221564,0.19775917386245773,0.033172090173961444,0.36735819825092075,0.007854553335903715,0.14221026367182643,0.3846807724232845,0.6150206477846094,0.0,1.9523160893030038
DPF1,NSGA3,standard,200,1000,32,0.0,15.84312404459165,0.015217510153221564,0.19775917386245773,0.033172090173961444,0.36735819825092075,0.007854553335903715,0.14221026367182643,0.3846807724232845,0.6150206477846094,0.0,1.9523160893030038
DPF1,MOEAD,standard,200,1000,32,0.0,15.84312404459165,0.015217510153221564,0.19775917386245773,0.033172090173961444,0.36735819825092075,0.007854553335903715,0.14221026367182643,0.3846807724232845,0.6150206477846094,0.0,1.9523160893030038
DPF1,NSGA2,standard,200,1000,33,0.0,15.924498017982163,0.014752633190298011,0.19519800415496286,0.03273903416646838,0.35357306269758115,0.007543048275968432,0.14271983212533598,0.33644025510908543,0.5853763619005355,0.0,2.0080771902426724
DPF1,NSGA3,standard,200,1000,33,0.0,15.924498017982163,0.014752633190298011,0.19519800415496286,0.03273903416646838,0.35357306269758115,0.007543048275968432,0.14271983212533598,0.33644025510908543,0.5853763619005355,0.0,2.0080771902426724
DPF1,MOEAD,standard,200,1000,33,0.0,15.924498017982163,0.014752633190298011,0.19519800415496286,0.03273903416646838,0.35357306269758115,0.007543048275968432,0.14271983212533598,0.33644025510908543,0.5853763619005355,0.0,2.0080771902426724
DPF1,NSGA2,standard,200,1000,34,0.0,16.04963354646017,0.014238864204128508,0.1918412133207481,0.03247920056197255,0.3386664891489466,0.007071549863532234,0.1429392799207187,0.34779901416290143,0.5847324344122395,0.0,1.980577176275343
DPF1,NSGA3,standard,200,1000,34,0.0,16.04963354646017,0.014238864204128508,0.1918412133207481,0.03247920056197255,0.3386664891489466,0.007071549863532234,0.1429392799207187,0.34779901416290143,0.5847324344122395,0.0,1.980577176275343
DPF1,MOEAD,standard,200,1000,34,0.0,16.04963354646017,0.014238864204128508,0.1918412133207481,0.03247920056197255,0.3386664891489466,0.007071549863532234,0.1429392799207187,0.34779901416290143,0.5847324344122395,0.0,1.980577176275343
DPF1,NSGA2,standard,200,1000,35,0.0,16.101659514960083,0.0136634626869726,0.18195832787487454,0.031786310949983826,0.3291222074125805,0.007297612377695797,0.14262654089536783,0.3372345513287292,0.5747756442706766,0.0,1.9327305999504603
DPF1,NSGA3,standard,200,1000,35,0.0,16.101659514960083,0.0136634626869726,0.18195832787487454,0.031786310949983826,0.3291222074125805,0.007297612377695797,0.14262654089536783,0.3372345513287292,0.5747756442706766,0.0,1.9327305999504603
DPF1,MOEAD,standard,200,1000,35,0.0,16.101659514960083,0.0136634626869726,0.18195832787487454,0.031786310949983826,0.3291222074125805,0.007297612377695797,0.14262654089536783,0.3372345513287292,0.5747756442706766,0.0,1.9327305999504603
DPF1,NSGA2,standard,200,1000,36,0.0,15.980891083250835,0.013148212649257467,0.19398632442667121,0.030400531726006506,0.3441724000230284,0.006327429442813906,0.14153699380202678,0.3286666703581882,0.5788601949217961,0.0,1.9635375579763055
DPF1,NSGA3,standard,200,1000,36,0.0,15.980891083250835,0.013148212649257467,0.19398632442667121,0.030400531726006506,0.3441724000230284,0.006327429442813906,0.14153699380202678,0.3286666703581882,0.5788601949217961,0.0,1.9635375579763055
DPF1,MOEAD,standard,200,1000,36,0.0,15.980891083250835,0.013148212649257467,0.19398632442667121,0.030400531726006506,0.3441724000230284,0.006327429442813906,0.14153699380202678,0.3286666703581882,0.5788601949217961,0.0,1.9635375579763055
DPF1,NSGA2,standard,200,1000,37,0.0,16.10059264219243,0.012838066597811146,0.1847311445750393,0.02866830769603465,0.3318763913414886,0.006179826269088813,0.1411244582334485,0.32592316559698453,0.5850498423782335,0.0,2.0105223155525263
DPF1,NSGA3,standard,200,1000,37,0.0,16.10059264219243,0.012838066597811146,0.1847311445750393,0.02866830769603465,0.3318763913414886,0.006179826269088813,0.1411244582334485,0.32592316559698453,0.5850498423782335,0.0,2.0105223155525263
DPF1,MOEAD,standard,200,1000,37,0.0,16.10059264219243,0.012838066597811146,0.1847311445750393,0.02866830769603465,0.3318763913414886,0.006179826269088813,0.1411244582334485,0.32592316559698453,0.5850498423782335,0.0,2.0105223155525263
DPF1,NSGA2,standard,200,1000,38,0.0,16.029863957399186,0.012414693722645725,0.18390334320966503,0.026936083666062562,0.31883667384337566,0.006222331055030563,0.13808667037603656,0.3171879573364943,0.5951836142526923,0.0,1.9567460130663439
DPF1,NSGA3,standard,200,1000,38,0.0,16.029863957399186,0.012414693722645725,0.18390334320966503,0.026936083666062562,0.31883667384337566,0.006222331055030563,0.13808667037603656,0.3171879573364943,0.5951836142526923,0.0,1.9567460130663439
DPF1,MOEAD,standard,200,1000,38,0.0,16.029863957399186,0.012414693722645725,0.18390334320966503,0.026936083666062562,0.31883667384337566,0.006222331055030563,0.13808667037603656,0.3171879573364943,0.5951836142526923,0.0,1.9567460130663439
DPF1,NSGA2,standard,200,1000,39,0.0,15.916427509890237,0.012131527060466224,0.17661682558880498,0.025290470837589285,0.3137731324055491,0.0061405121062464655,0.13738798005578773,0.2923328196171536,0.5814375794441249,0.0,1.9767118963016057
DPF1,NSGA3,standard,200,1000,39,0.0,15.916427509890237,0.012131527060466224,0.17661682558880498,0.025290470837589285,0.3137731324055491,0.0061405121062464655,0.13738798005578773,0.2923328196171536,0.5814375794441249,0.0,1.9767118963016057
DPF1,MOEAD,standard,200,1000,39,0.0,15.916427509890237,0.012131527060466224,0.17661682558880498,0.025290470837589285,0.3137731324055491,0.0061405121062464655,0.13738798005578773,0.2923328196171536,0.5814375794441249,0.0,1.9767118963016057
DPF1,NSGA2,standard,200,1000,40,0.0,16.04567204893629,0.011893753328992132,0.17815539491006735,0.025117248434592086,0.31415442651259895,0.006409228910895884,0.13963224970705898,0.2695133232323588,0.5628796911758707,0.0,1.9750935337552065
DPF1,NSGA3,standard,200,1000,40,0.0,16.04567204893629,0.011893753328992132,0.17815539491006735,0.025117248434592086,0.31415442651259895,0.006409228910895884,0.13963224970705898,0.2695133232323588,0.5628796911758707,0.0,1.9750935337552065
DPF1,MOEAD,standard,200,1000,40,0.0,16.04567204893629,0.011893753328992132,0.17815539491006735,0.025117248434592086,0.31415442651259895,0.006409228910895884,0.13963224970705898,0.2695133232323588,0.5628796911758707,0.0,1.9750935337552065
DPF1,NSGA2,standard,200,1000,41,0.0,16.006670899209958,0.011604480577106977,0.18241292461293745,0.02477513418867269,0.32034199809952596,0.006293043152787994,0.13584945747190125,0.25829353190156584,0.5635119160535842,0.0,1.9609226010478351
DPF1,NSGA3,standard,200,1000,41,0.0,16.006670899209958,0.011604480577106977,0.18241292461293745,0.02477513418867269,0.32034199809952596,0.006293043152787994,0.13584945747190125,0.25829353190156584,0.5635119160535842,0.0,1.9609226010478351
DPF1,MOEAD,standard,200,1000,41,0.0,16.006670899209958,0.011604480577106977,0.18241292461293745,0.02477513418867269,0.32034199809952596,0.006293043152787994,0.13584945747190125,0.25829353190156584,0.5635119160535842,0.0,1.9609226010478351
DPF1,NSGA2,standard,200,1000,42,0.0,16.042554522014868,0.011334097728268669,0.1769679706509461,0.024424358822603492,0.3208686121690032,0.00592668078826086,0.13728606535805626,0.24970559837865758,0.5699666678185098,0.0,1.9564461559067896
DPF1,NSGA3,standard,200,1000,42,0.0,16.042554522014868,0.011334097728268669,0.1769679706509461,0.024424358822603492,0.3208686121690032,0.00592668078826086,0.13728606535805626,0.24970559837865758,0.5699666678185098,0.0,1.9564461559067896
DPF1,MOEAD,standard,200,1000,42,0.0,16.042554522014868,0.011334097728268669,0.1769679706509461,0.024424358822603492,0.3208686121690032,0.00592668078826086,0.13728606535805626,0.24970559837865758,0.5699666678185098,0.0,1.9564461559067896
DPF1,NSGA2,standard,200,1000,43,0.0,16.142411379305774,0.011045309999111907,0.172326062778491,0.024337747621104723,0.29664124649695817,0.00551088947209652,0.13570957986326299,0.24708508815829044,0.56773017328902,0.0,2.0129973709109263
DPF1,NSGA3,standard,200,1000,43,0.0,16.142411379305774,0.011045309999111907,0.172326062778491,0.024337747621104723,0.29664124649695817,0.00551088947209652,0.13570957986326299,0.24708508815829044,0.56773017328902,0.0,2.0129973709109263
DPF1,MOEAD,standard,200,1000,43,0.0,16.142411379305774,0.011045309999111907,0.172326062778491,0.024337747621104723,0.29664124649695817,0.00551088947209652,0.13570957986326299,0.24708508815829044,0.56773017328902,0.0,2.0129973709109263
DPF1,NSGA2,standard,200,1000,44,0.0,15.97066632382286,0.010757734826776125,0.17299338480508428,0.023731469210614687,0.2951406803980001,0.005369894492912777,0.13514411708159801,0.24763979215311685,0.5661473576741749,0.0,1.9287486839388577
DPF1,NSGA3,standard,200,1000,44,0.0,15.97066632382286,0.010757734826776125,0.17299338480508428,0.023731469210614687,0.2951406803980001,0.005369894492912777,0.13514411708159801,0.24763979215311685,0.5661473576741749,0.0,1.9287486839388577
DPF1,MOEAD,standard,200,1000,44,0.0,15.97066632382286,0.010757734826776125,0.17299338480508428,0.023731469210614687,0.2951406803980001,0.005369894492912777,0.13514411708159801,0.24763979215311685,0.5661473576741749,0.0,1.9287486839388577
DPF1,NSGA2,standard,200,1000,45,0.0,16.1048468055375,0.010437030869867133,0.1714341311451701,0.022605523591132878,0.3036330041862333,0.005294831451613985,0.13442588744090384,0.25300788398942353,0.5716138115459667,0.0,1.9634404136112504
DPF1,NSGA3,standard,200,1000,45,0.0,16.1048468055375,0.010437030869867133,0.1714341311451701,0.022605523591132878,0.3036330041862333,0.005294831451613985,0.13442588744090384,0.25300788398942353,0.5716138115459667,0.0,1.9634404136112504
DPF1,MOEAD,standard,200,1000,45,0.0,16.1048468055375,0.010437030869867133,0.1714341311451701,0.022605523591132878,0.3036330041862333,0.005294831451613985,0.13442588744090384,0.25300788398942353,0.5716138115459667,0.0,1.9634404136112504
DPF1,NSGA2,standard,200,1000,46,0.0,16.1473886059252,0.010137382096042452,0.17327552156810577,0.021046521964158113,0.316213630944417,0.004966964120723657,0.13412122669192944,0.24733492344687102,0.5704383701976061,0.0,1.9816867565525706
DPF1,NSGA3,standard,200,1000,46,0.0,16.1473886059252,0.010137382096042452,0.17327552156810577,0.021046521964158113,0.316213630944417,0.004966964120723657,0.13412122669192944,0.24733492344687102,0.5704383701976061,0.0,1.9816867565525706
DPF1,MOEAD,standard,200,1000,46,0.0,16.1473886059252,0.010137382096042452,0.17327552156810577,0.021046521964158113,0.316213630944417,0.004966964120723657,0.13412122669192944,0.24733492344687102,0.5704383701976061,0.0,1.9816867565525706
DPF1,NSGA2,standard,200,1000,47,0.0,16.158902035052964,0.009905489265150117,0.16765843383796797,0.020440243553668073,0.29083919498124944,0.004835484951751228,0.13437931551349339,0.22533130444404983,0.563150950136647,0.0,1.9729760357547161
DPF1,NSGA3,standard,200,1000,47,0.0,16.158902035052964,0.009905489265150117,0.16765843383796797,0.020440243553668073,0.29083919498124944,0.004835484951751228,0.13437931551349339,0.22533130444404983,0.563150950136647,0.0,1.9729760357547161
DPF1,MOEAD,standard,200,1000,47,0.0,16.158902035052964,0.009905489265150117,0.16765843383796797,0.020440243553668073,0.29083919498124944,0.004835484951751228,0.13437931551349339,0.22533130444404983,0.563150950136647,0.0,1.9729760357547161
DPF1,NSGA2,standard,200,1000,48,0.0,16.063314381268505,0.00971983815473788,0.16732886532958424,0.020180409949172275,0.28981701442501706,0.00475098528220412,0.13311458367852155,0.2063723443525559,0.5683151409017879,0.0,1.9999011217382954
DPF1,NSGA3,standard,200,1000,48,0.0,16.063314381268505,0.00971983815473788,0.16732886532958424,0.020180409949172275,0.28981701442501706,0.00475098528220412,0.13311458367852155,0.2063723443525559,0.5683151409017879,0.0,1.9999011217382954
DPF1,MOEAD,standard,200,1000,48,0.0,16.063314381268505,0.00971983815473788,0.16732886532958424,0.020180409949172275,0.28981701442501706,0.00475098528220412,0.13311458367852155,0.2063723443525559,0.5683151409017879,0.0,1.9999011217382954
